"Fecha/Hora";"Precipitacion (mm)";"Temperatura (ºC)";"Humedad (%)";"Dir. Del Viento (º)";"Int. del Viento (m/s)";"Radiación (w/m2)"
13/03/2020 10:00:00;0,00;30,20;45,30;358,50;3,00;0,00
13/03/2020 09:00:00;0,00;26,60;58,50;347,50;0,80;0,00
13/03/2020 08:00:00;0,00;22,20;72,20;52,30;0,40;0,00
13/03/2020 07:00:00;0,00;17,80;87,60;71,10;0,10;0,00
13/03/2020 06:00:00;0,00;18,70;83,40;62,20;0,70;0,00
13/03/2020 05:00:00;0,00;18,10;85,80;28,10;0,50;0,00
13/03/2020 04:00:00;0,00;19,60;78,60;15,60;0,70;0,00
13/03/2020 03:00:00;0,00;20,10;80,00;30,30;1,50;0,00
13/03/2020 02:00:00;0,00;19,60;86,50;18,50;0,30;0,00
13/03/2020 01:00:00;0,00;20,50;83,60;58,80;0,30;0,00
13/03/2020 00:00:00;0,00;21,70;80,10;51,90;1,30;0,00
12/03/2020 23:00:00;0,00;22,30;83,40;55,80;1,80;0,00
12/03/2020 22:00:00;0,00;23,70;74,30;76,60;1,40;0,00
12/03/2020 21:00:00;0,00;25,30;67,00;70,00;1,80;0,00
12/03/2020 20:00:00;0,00;27,30;55,00;68,70;1,60;0,00
12/03/2020 19:00:00;0,00;30,70;39,40;31,50;2,30;0,00
12/03/2020 18:00:00;0,00;33,50;31,00;32,00;3,20;0,00
12/03/2020 17:00:00;0,00;35,00;27,50;21,70;2,80;0,00
12/03/2020 16:00:00;0,00;35,20;27,10;18,80;3,30;0,00
12/03/2020 05:00:00;7,40;16,40;88,90;273,40;0,80;0,00
12/03/2020 04:00:00;0,00;16,10;98,00;266,30;0,90;0,00
12/03/2020 03:00:00;0,00;16,10;97,80;198,40;1,60;0,00
12/03/2020 02:00:00;0,00;16,20;97,10;213,60;2,40;0,00
12/03/2020 01:00:00;0,00;16,30;96,50;220,20;1,70;0,00
12/03/2020 00:00:00;0,00;16,50;94,10;181,60;2,40;0,00
11/03/2020 23:00:00;0,00;17,20;90,70;156,90;0,90;0,00
11/03/2020 22:00:00;0,00;18,50;83,30;140,60;1,70;0,00
11/03/2020 21:00:00;0,00;20,20;73,40;140,20;1,80;0,00
11/03/2020 20:00:00;0,00;20,40;72,40;59,50;4,30;0,00
11/03/2020 19:00:00;0,00;20,00;74,40;61,10;6,40;0,00
11/03/2020 18:00:00;0,00;20,00;76,60;68,10;6,60;0,00
11/03/2020 17:00:00;0,00;19,40;82,10;84,50;4,60;0,00
11/03/2020 16:00:00;0,00;18,30;89,70;104,80;4,50;0,00
11/03/2020 15:00:00;0,10;17,60;93,10;115,20;4,90;0,00
11/03/2020 14:00:00;4,10;18,30;94,10;132,60;5,10;0,00
11/03/2020 13:00:00;0,00;21,50;85,00;121,50;4,00;0,00
11/03/2020 12:00:00;0,00;21,90;86,10;135,00;3,00;0,00
11/03/2020 11:00:00;0,00;23,70;78,10;166,00;3,70;0,00
11/03/2020 10:00:00;0,00;24,30;75,00;202,90;4,20;0,00
11/03/2020 09:00:00;0,00;24,70;71,50;231,80;1,10;0,00
11/03/2020 08:00:00;0,00;22,20;81,40;35,60;0,30;0,00
11/03/2020 07:00:00;0,00;20,60;87,40;287,30;0,20;0,00
11/03/2020 06:00:00;0,00;20,40;87,20;236,30;1,50;0,00
11/03/2020 05:00:00;0,00;20,50;84,80;203,10;0,80;0,00
11/03/2020 04:00:00;0,00;20,70;83,40;239,90;0,60;0,00
11/03/2020 03:00:00;0,00;21,40;83,10;46,90;0,00;0,00
11/03/2020 02:00:00;0,00;22,50;80,30;58,90;0,10;0,00
11/03/2020 01:00:00;0,00;23,70;75,60;70,20;0,80;0,00
11/03/2020 00:00:00;0,00;23,70;76,60;83,70;0,40;0,00
10/03/2020 23:00:00;0,00;23,90;75,60;88,30;1,30;0,00
10/03/2020 22:00:00;0,00;24,20;73,50;96,10;2,90;0,00
10/03/2020 21:00:00;0,00;24,70;70,60;100,60;3,40;0,00
10/03/2020 20:00:00;0,00;26,00;66,60;96,80;3,80;0,00
10/03/2020 19:00:00;0,00;28,30;59,90;94,20;4,30;0,00
10/03/2020 18:00:00;0,00;31,00;48,30;95,10;4,00;0,00
10/03/2020 17:00:00;0,00;32,90;37,90;98,30;4,20;0,00
10/03/2020 16:00:00;0,00;34,30;31,30;85,30;4,80;0,00
10/03/2020 15:00:00;0,00;36,60;27,10;53,10;1,90;0,00
10/03/2020 14:00:00;0,00;35,40;30,60;132,60;0,80;0,00
10/03/2020 13:00:00;0,00;33,20;37,60;174,20;1,90;0,00
10/03/2020 12:00:00;0,00;30,10;47,30;174,80;1,60;0,00
10/03/2020 11:00:00;0,00;26,30;58,80;155,60;1,10;0,00
10/03/2020 10:00:00;0,00;23,30;68,40;155,10;0,80;0,00
10/03/2020 09:00:00;0,00;20,50;78,00;119,60;0,10;0,00
10/03/2020 08:00:00;0,00;18,30;87,60;147,50;0,50;0,00
10/03/2020 07:00:00;0,00;17,40;91,70;122,70;0,50;0,00
10/03/2020 06:00:00;0,00;17,20;92,20;154,10;1,10;0,00
10/03/2020 05:00:00;0,00;17,80;90,40;158,70;1,20;0,00
10/03/2020 04:00:00;0,00;18,30;88,90;144,30;1,10;0,00
10/03/2020 03:00:00;0,00;18,70;86,50;154,30;1,60;0,00
10/03/2020 02:00:00;0,00;19,00;85,10;133,10;3,00;0,00
10/03/2020 01:00:00;0,00;18,40;88,00;137,60;2,30;0,00
10/03/2020 00:00:00;0,00;19,10;85,00;136,60;2,60;0,00
09/03/2020 23:00:00;0,00;20,80;76,30;111,60;3,90;0,00
09/03/2020 22:00:00;0,00;20,20;82,80;111,10;3,90;0,00
09/03/2020 21:00:00;0,00;20,00;83,50;132,60;3,90;0,00
09/03/2020 20:00:00;0,00;19,60;83,50;123,50;3,80;0,00
09/03/2020 19:00:00;0,00;20,30;81,30;106,60;3,80;0,00
09/03/2020 18:00:00;0,00;20,20;82,20;99,30;3,90;0,00
09/03/2020 17:00:00;0,00;19,10;86,80;113,10;4,10;0,00
09/03/2020 16:00:00;0,00;19,70;85,70;134,20;3,90;0,00
09/03/2020 15:00:00;0,00;21,50;79,90;151,10;3,70;0,00
09/03/2020 14:00:00;0,00;22,40;76,60;149,20;3,50;0,00
09/03/2020 13:00:00;0,00;21,70;79,50;157,60;2,50;0,00
09/03/2020 12:00:00;0,00;20,70;83,00;149,50;1,90;0,00
09/03/2020 11:00:00;0,00;20,20;83,90;146,10;2,00;0,00
09/03/2020 10:00:00;0,00;19,60;84,30;136,30;2,30;0,00
09/03/2020 09:00:00;0,00;18,70;84,50;151,70;1,10;0,00
09/03/2020 08:00:00;0,00;18,60;78,50;142,70;1,40;0,00
09/03/2020 07:00:00;0,00;18,60;71,50;141,40;1,50;0,00
09/03/2020 06:00:00;0,00;18,70;72,90;161,10;1,30;0,00
09/03/2020 05:00:00;0,00;19,50;75,70;168,80;2,10;0,00
09/03/2020 04:00:00;0,00;20,10;77,90;158,80;0,70;0,00
09/03/2020 03:00:00;0,00;20,80;76,50;155,30;0,70;0,00
09/03/2020 02:00:00;0,00;21,80;74,10;153,80;0,90;0,00
09/03/2020 01:00:00;0,00;22,40;71,20;130,10;1,30;0,00
09/03/2020 00:00:00;0,00;22,90;68,50;121,70;2,20;0,00
08/03/2020 23:00:00;0,00;23,90;64,40;125,10;3,00;0,00
08/03/2020 22:00:00;0,00;24,80;60,90;131,60;3,40;0,00
08/03/2020 21:00:00;0,00;25,80;54,50;151,30;2,40;0,00
08/03/2020 20:00:00;0,00;27,10;48,70;155,80;3,00;0,00
08/03/2020 19:00:00;0,00;29,20;43,80;146,40;3,90;0,00
08/03/2020 18:00:00;0,00;30,90;38,40;150,00;4,10;0,00
08/03/2020 17:00:00;0,00;32,50;36,30;162,00;4,30;0,00
08/03/2020 16:00:00;0,00;33,80;33,50;159,90;3,30;0,00
08/03/2020 15:00:00;0,00;34,50;30,70;192,30;2,60;0,00
08/03/2020 14:00:00;0,00;33,90;32,00;194,00;2,30;0,00
08/03/2020 13:00:00;0,00;33,00;33,70;215,40;2,30;0,00
08/03/2020 12:00:00;0,00;32,10;35,90;223,20;2,90;0,00
08/03/2020 11:00:00;0,00;31,30;37,20;230,90;3,50;0,00
08/03/2020 10:00:00;0,00;29,10;44,40;203,80;1,70;0,00
08/03/2020 09:00:00;0,00;26,10;54,00;181,10;0,10;0,00
08/03/2020 08:00:00;0,00;22,90;60,70;220,90;0,70;0,00
08/03/2020 07:00:00;0,00;21,60;55,60;262,30;1,40;0,00
08/03/2020 06:00:00;0,00;21,90;54,10;235,90;2,10;0,00
08/03/2020 05:00:00;0,00;24,50;45,50;338,70;1,00;0,00
08/03/2020 04:00:00;0,00;26,00;41,00;353,60;2,80;0,00
08/03/2020 03:00:00;0,00;25,90;42,00;352,60;2,90;0,00
08/03/2020 02:00:00;0,00;24,30;49,10;3,90;1,20;0,00
08/03/2020 01:00:00;0,00;24,70;48,60;4,80;0,70;0,00
08/03/2020 00:00:00;0,00;25,80;46,40;356,30;0,50;0,00
07/03/2020 23:00:00;0,00;24,50;57,00;328,30;1,00;0,00
07/03/2020 22:00:00;0,00;26,20;54,50;65,50;1,00;0,00
07/03/2020 21:00:00;0,00;27,70;51,80;61,30;1,60;0,00
07/03/2020 20:00:00;0,00;29,50;45,50;82,60;2,30;0,00
07/03/2020 19:00:00;0,00;32,10;37,40;85,30;3,30;0,00
07/03/2020 18:00:00;0,00;35,10;28,80;96,90;3,60;0,00
07/03/2020 17:00:00;0,00;37,10;21,40;90,60;2,80;0,00
07/03/2020 16:00:00;0,00;36,90;21,60;103,30;2,60;0,00
07/03/2020 15:00:00;0,00;37,10;21,70;115,80;1,40;0,00
07/03/2020 14:00:00;0,00;35,60;24,40;139,90;1,70;0,00
07/03/2020 13:00:00;0,00;36,00;23,90;133,40;1,60;0,00
07/03/2020 12:00:00;0,00;35,80;24,50;343,10;2,10;0,00
07/03/2020 11:00:00;0,00;34,30;27,90;0,80;3,20;0,00
07/03/2020 10:00:00;0,00;32,00;32,20;355,30;3,70;0,00
07/03/2020 09:00:00;0,00;30,00;35,90;2,10;4,40;0,00
07/03/2020 08:00:00;0,00;28,00;40,60;2,70;4,60;0,00
07/03/2020 07:00:00;0,00;26,70;43,40;4,60;4,80;0,00
07/03/2020 06:00:00;0,00;26,70;42,90;6,10;4,60;0,00
07/03/2020 05:00:00;0,00;26,90;42,00;4,40;3,90;0,00
07/03/2020 04:00:00;0,00;26,80;41,60;359,80;4,00;0,00
07/03/2020 03:00:00;0,00;26,20;43,10;0,30;3,70;0,00
07/03/2020 02:00:00;0,00;25,80;46,40;355,80;3,50;0,00
07/03/2020 01:00:00;0,00;20,90;70,50;7,80;0,30;0,00
07/03/2020 00:00:00;0,00;22,20;68,40;49,10;0,10;0,00
06/03/2020 23:00:00;0,00;23,70;63,90;66,70;0,40;0,00
06/03/2020 22:00:00;0,00;24,90;59,90;72,70;0,80;0,00
06/03/2020 21:00:00;0,00;26,40;54,50;80,00;2,10;0,00
06/03/2020 20:00:00;0,00;27,80;51,70;88,60;2,50;0,00
06/03/2020 19:00:00;0,00;29,80;45,80;102,50;3,60;0,00
06/03/2020 18:00:00;0,00;32,10;39,70;107,30;4,50;0,00
06/03/2020 17:00:00;0,00;33,50;33,60;113,50;4,00;0,00
06/03/2020 16:00:00;0,00;34,80;29,20;124,40;2,90;0,00
06/03/2020 15:00:00;0,00;34,60;30,90;124,90;3,30;0,00
06/03/2020 14:00:00;0,00;34,10;31,40;149,10;2,30;0,00
06/03/2020 13:00:00;0,00;33,40;32,70;157,90;2,90;0,00
06/03/2020 12:00:00;0,00;31,90;35,60;182,60;2,30;0,00
06/03/2020 11:00:00;0,00;30,40;42,20;188,50;1,60;0,00
06/03/2020 10:00:00;0,00;26,50;60,50;188,10;0,20;0,00
06/03/2020 09:00:00;0,00;23,30;74,50;356,90;0,20;0,00
06/03/2020 08:00:00;0,00;20,60;88,00;232,40;0,10;0,00
06/03/2020 07:00:00;0,00;19,80;90,50;254,60;0,50;0,00
06/03/2020 06:00:00;0,00;19,80;90,00;63,10;0,40;0,00
06/03/2020 05:00:00;0,00;19,70;90,70;77,60;1,40;0,00
06/03/2020 04:00:00;0,50;20,30;87,70;154,20;3,00;0,00
06/03/2020 03:00:00;0,00;21,90;77,00;150,10;3,70;0,00
06/03/2020 02:00:00;0,00;23,10;71,90;159,50;2,30;0,00
06/03/2020 01:00:00;0,00;24,20;65,10;100,00;0,70;0,00
06/03/2020 00:00:00;0,00;24,50;63,80;92,00;1,50;0,00
05/03/2020 23:00:00;0,00;24,50;64,70;67,10;2,40;0,00
05/03/2020 22:00:00;0,00;24,90;63,00;79,00;2,20;0,00
05/03/2020 21:00:00;0,00;25,90;58,40;65,60;3,00;0,00
05/03/2020 20:00:00;0,00;27,40;52,80;69,00;3,30;0,00
05/03/2020 19:00:00;0,00;29,40;46,70;77,00;3,60;0,00
05/03/2020 18:00:00;0,00;32,00;38,80;89,40;4,60;0,00
05/03/2020 17:00:00;0,00;33,90;30,10;65,70;3,70;0,00
05/03/2020 16:00:00;0,00;35,70;22,20;36,60;3,50;0,00
05/03/2020 15:00:00;0,00;36,30;21,10;43,50;3,10;0,00
05/03/2020 14:00:00;0,00;36,10;19,70;41,10;2,90;0,00
05/03/2020 13:00:00;0,00;36,00;21,90;10,10;3,00;0,00
05/03/2020 12:00:00;0,00;35,00;24,90;14,50;3,50;0,00
05/03/2020 11:00:00;0,00;33,70;28,40;15,20;4,20;0,00
05/03/2020 10:00:00;0,00;31,90;31,70;9,80;5,20;0,00
05/03/2020 09:00:00;0,00;29,50;37,40;8,80;5,00;0,00
05/03/2020 08:00:00;0,00;27,20;42,80;1,30;4,80;0,00
05/03/2020 07:00:00;0,00;25,60;44,80;1,40;4,10;0,00
05/03/2020 06:00:00;0,00;21,70;65,40;12,40;1,70;0,00
05/03/2020 05:00:00;0,00;16,80;88,10;138,00;0,00;0,00
05/03/2020 04:00:00;0,00;16,60;87,20;356,90;0,00;0,00
05/03/2020 03:00:00;0,00;17,50;84,60;172,00;0,00;0,00
05/03/2020 02:00:00;0,00;19,10;80,20;154,90;0,00;0,00
05/03/2020 01:00:00;0,00;21,70;72,50;65,70;0,10;0,00
05/03/2020 00:00:00;0,00;22,80;68,90;87,30;1,00;0,00
04/03/2020 23:00:00;0,00;23,80;65,10;89,80;1,70;0,00
04/03/2020 22:00:00;0,00;24,70;61,60;94,70;2,50;0,00
04/03/2020 21:00:00;0,00;25,60;58,70;94,40;3,00;0,00
04/03/2020 20:00:00;0,00;27,10;53,90;99,70;3,60;0,00
04/03/2020 19:00:00;0,00;29,20;46,60;97,40;4,10;0,00
04/03/2020 18:00:00;0,00;31,70;39,00;100,00;4,50;0,00
04/03/2020 17:00:00;0,00;33,70;32,40;97,60;4,10;0,00
04/03/2020 16:00:00;0,00;35,10;26,80;122,40;3,20;0,00
04/03/2020 15:00:00;0,00;35,30;22,10;151,80;1,90;0,00
04/03/2020 14:00:00;0,00;34,80;23,50;150,70;2,50;0,00
04/03/2020 13:00:00;0,00;34,40;25,60;132,50;2,70;0,00
04/03/2020 12:00:00;0,00;33,70;26,40;140,70;2,30;0,00
04/03/2020 11:00:00;0,00;32,40;29,30;118,00;1,50;0,00
04/03/2020 10:00:00;0,00;29,40;37,80;178,90;0,90;0,00
04/03/2020 09:00:00;0,00;25,30;49,60;220,70;0,00;0,00
04/03/2020 08:00:00;0,00;19,80;66,80;323,30;0,90;0,00
04/03/2020 07:00:00;0,00;16,30;80,50;326,20;1,80;0,00
04/03/2020 06:00:00;0,00;16,30;80,40;346,00;1,50;0,00
04/03/2020 05:00:00;0,00;16,10;82,00;330,40;0,60;0,00
04/03/2020 04:00:00;0,00;16,20;82,00;193,70;0,00;0,00
04/03/2020 03:00:00;0,00;17,00;78,50;335,50;0,20;0,00
04/03/2020 02:00:00;0,00;17,20;77,50;244,50;0,00;0,00
04/03/2020 01:00:00;0,00;19,00;74,80;151,00;0,00;0,00
04/03/2020 00:00:00;0,00;20,60;69,10;16,80;0,10;0,00
03/03/2020 23:00:00;0,00;22,90;61,20;62,70;1,10;0,00
03/03/2020 22:00:00;0,00;24,50;55,70;85,70;1,70;0,00
03/03/2020 21:00:00;0,00;26,00;49,10;86,50;2,20;0,00
03/03/2020 20:00:00;0,00;27,90;41,20;89,80;2,40;0,00
03/03/2020 19:00:00;0,00;30,50;32,90;78,70;3,00;0,00
03/03/2020 18:00:00;0,00;33,30;27,50;94,30;3,40;0,00
03/03/2020 17:00:00;0,00;35,10;21,40;91,40;3,40;0,00
03/03/2020 16:00:00;0,00;35,60;21,50;105,70;3,80;0,00
03/03/2020 15:00:00;0,00;36,00;20,20;103,30;2,70;0,00
03/03/2020 14:00:00;0,00;35,90;19,60;55,70;1,70;0,00
03/03/2020 13:00:00;0,00;34,90;21,00;27,80;2,00;0,00
03/03/2020 12:00:00;0,00;34,20;22,40;21,20;2,20;0,00
03/03/2020 11:00:00;0,00;32,60;24,80;4,70;3,80;0,00
03/03/2020 10:00:00;0,00;30,70;27,20;8,90;5,00;0,00
03/03/2020 09:00:00;0,00;28,80;30,00;6,20;4,60;0,00
03/03/2020 08:00:00;0,00;26,00;36,30;5,30;3,60;0,00
03/03/2020 07:00:00;0,00;15,50;76,90;14,30;0,40;0,00
03/03/2020 06:00:00;0,00;13,40;82,70;90,00;0,00;0,00
03/03/2020 05:00:00;0,00;14,10;80,10;193,80;0,00;0,00
03/03/2020 04:00:00;0,00;14,50;79,30;193,80;0,00;0,00
03/03/2020 03:00:00;0,00;14,90;77,50;322,00;0,00;0,00
03/03/2020 02:00:00;0,00;16,10;74,60;322,00;0,00;0,00
03/03/2020 01:00:00;0,00;17,00;71,20;322,00;0,00;0,00
03/03/2020 00:00:00;0,00;18,60;66,20;322,00;0,00;0,00
02/03/2020 23:00:00;0,00;21,40;56,40;52,80;1,50;0,00
02/03/2020 22:00:00;0,00;22,70;51,50;59,10;2,70;0,00
02/03/2020 21:00:00;0,00;24,10;46,30;69,30;3,00;0,00
02/03/2020 20:00:00;0,00;25,90;41,00;73,20;3,50;0,00
02/03/2020 19:00:00;0,00;28,60;34,20;81,20;3,70;0,00
02/03/2020 18:00:00;0,00;31,60;28,20;84,50;3,70;0,00
02/03/2020 17:00:00;0,00;34,10;19,30;39,40;2,90;0,00
02/03/2020 16:00:00;0,00;34,40;19,40;40,40;3,20;0,00
02/03/2020 15:00:00;0,00;34,40;19,50;22,20;3,40;0,00
02/03/2020 14:00:00;0,00;33,90;19,60;24,70;2,90;0,00
02/03/2020 13:00:00;0,00;33,20;20,60;21,90;3,50;0,00
02/03/2020 12:00:00;0,00;32,20;22,20;10,80;4,70;0,00
02/03/2020 11:00:00;0,00;31,10;22,90;9,50;5,30;0,00
02/03/2020 10:00:00;0,00;29,30;24,20;7,00;6,80;0,00
02/03/2020 09:00:00;0,00;26,50;31,50;26,50;2,60;0,00
02/03/2020 08:00:00;0,00;19,60;54,90;78,90;0,70;0,00
02/03/2020 07:00:00;0,00;16,40;67,30;68,30;0,40;0,00
02/03/2020 06:00:00;0,00;16,20;69,00;57,20;0,30;0,00
02/03/2020 05:00:00;0,00;17,30;65,20;49,50;0,30;0,00
02/03/2020 04:00:00;0,00;17,80;63,30;48,00;1,00;0,00
02/03/2020 03:00:00;0,00;18,90;58,20;53,20;0,60;0,00
02/03/2020 02:00:00;0,00;20,40;53,60;61,20;1,10;0,00
02/03/2020 01:00:00;0,00;19,80;60,20;41,40;1,10;0,00
02/03/2020 00:00:00;0,00;19,20;66,20;37,50;0,20;0,00
01/03/2020 23:00:00;0,00;21,60;60,40;62,50;1,10;0,00
01/03/2020 22:00:00;0,00;23,10;57,70;66,20;2,20;0,00
01/03/2020 21:00:00;0,00;24,50;53,70;67,80;2,50;0,00
01/03/2020 20:00:00;0,00;26,30;46,30;62,60;2,90;0,00
01/03/2020 19:00:00;0,00;29,00;37,40;70,10;3,70;0,00
01/03/2020 18:00:00;0,00;32,10;29,30;85,00;4,10;0,00
01/03/2020 17:00:00;0,00;34,90;19,80;81,40;3,10;0,00
01/03/2020 16:00:00;0,00;35,60;14,00;78,60;3,10;0,00
01/03/2020 15:00:00;0,00;35,60;12,80;63,80;2,80;0,00
01/03/2020 14:00:00;0,00;35,30;12,20;61,10;3,40;0,00
01/03/2020 13:00:00;0,00;34,50;13,20;48,80;3,80;0,00
01/03/2020 12:00:00;0,00;33,50;15,20;33,90;4,60;0,00
01/03/2020 11:00:00;0,00;32,60;19,50;22,90;4,30;0,00
01/03/2020 10:00:00;0,00;30,80;23,60;22,30;5,00;0,00
01/03/2020 09:00:00;0,00;28,70;29,30;13,50;5,20;0,00
01/03/2020 08:00:00;0,00;26,00;37,20;12,40;3,00;0,00
01/03/2020 07:00:00;0,00;23,30;44,30;9,80;1,30;0,00
01/03/2020 06:00:00;0,00;23,80;41,30;357,80;3,50;0,00
01/03/2020 05:00:00;0,00;24,00;39,90;357,20;3,10;0,00
01/03/2020 04:00:00;0,00;22,50;43,50;15,80;1,60;0,00
01/03/2020 03:00:00;0,00;17,70;66,50;2,50;0,60;0,00
01/03/2020 02:00:00;0,00;17,80;68,60;337,60;0,10;0,00
01/03/2020 01:00:00;0,00;19,10;65,20;338,60;0,60;0,00
01/03/2020 00:00:00;0,00;21,30;56,50;344,40;0,50;0,00
29/02/2020 23:00:00;0,00;22,20;56,20;52,20;0,60;0,00
29/02/2020 22:00:00;0,00;24,40;50,20;69,50;1,50;0,00
29/02/2020 21:00:00;0,00;26,50;44,60;65,50;2,10;0,00
29/02/2020 20:00:00;0,00;28,30;40,10;75,70;1,90;0,00
29/02/2020 19:00:00;0,00;31,10;30,90;83,20;2,90;0,00
29/02/2020 18:00:00;0,00;33,60;25,20;67,70;3,90;0,00
29/02/2020 17:00:00;0,00;35,90;17,90;74,30;3,50;0,00
29/02/2020 16:00:00;0,00;35,30;17,40;84,20;2,90;0,00
29/02/2020 15:00:00;0,00;34,90;17,50;77,10;1,70;0,00
29/02/2020 14:00:00;0,00;35,90;15,30;45,10;1,00;0,00
29/02/2020 13:00:00;0,00;35,80;16,60;14,10;1,00;0,00
29/02/2020 12:00:00;0,00;34,80;19,00;320,50;1,20;0,00
29/02/2020 11:00:00;0,00;33,90;20,80;7,90;1,70;0,00
29/02/2020 10:00:00;0,00;32,20;23,90;357,60;3,10;0,00
29/02/2020 09:00:00;0,00;28,60;33,10;1,30;2,30;0,00
29/02/2020 08:00:00;0,00;20,80;57,90;336,60;0,90;0,00
29/02/2020 07:00:00;0,00;16,50;73,40;334,00;0,90;0,00
29/02/2020 06:00:00;0,00;17,10;69,80;342,70;1,00;0,00
29/02/2020 05:00:00;0,00;18,30;65,60;349,90;1,60;0,00
29/02/2020 04:00:00;0,00;16,90;72,60;330,00;1,10;0,00
29/02/2020 03:00:00;0,00;16,60;75,00;323,30;1,70;0,00
29/02/2020 02:00:00;0,00;17,50;69,80;330,80;1,00;0,00
29/02/2020 01:00:00;0,00;18,00;68,70;331,40;1,60;0,00
29/02/2020 00:00:00;0,00;17,30;73,20;323,40;0,90;0,00
28/02/2020 23:00:00;0,00;18,40;67,70;295,70;0,10;0,00
28/02/2020 22:00:00;0,00;20,90;56,80;325,60;0,20;0,00
28/02/2020 21:00:00;0,00;24,40;45,10;50,60;0,90;0,00
28/02/2020 20:00:00;0,00;26,30;38,40;46,60;1,60;0,00
28/02/2020 19:00:00;0,00;29,00;27,90;54,00;1,50;0,00
28/02/2020 18:00:00;0,00;32,80;19,20;67,70;2,40;0,00
28/02/2020 17:00:00;0,00;32,90;18,80;68,30;1,40;0,00
28/02/2020 16:00:00;0,00;34,90;15,80;90,60;2,20;0,00
28/02/2020 15:00:00;0,00;35,00;15,70;90,50;1,90;0,00
28/02/2020 14:00:00;0,00;34,60;17,50;59,10;2,30;0,00
28/02/2020 13:00:00;0,00;33,50;22,20;52,70;3,20;0,00
28/02/2020 12:00:00;0,00;30,40;31,80;54,60;2,50;0,00
28/02/2020 11:00:00;0,00;26,30;42,80;19,20;1,80;0,00
28/02/2020 10:00:00;0,00;24,40;51,90;283,40;1,50;0,00
28/02/2020 09:00:00;0,00;23,90;51,90;25,30;1,30;0,00
28/02/2020 08:00:00;0,10;21,50;60,70;53,00;0,30;0,00
28/02/2020 07:00:00;0,20;21,20;61,00;44,50;2,10;0,00
28/02/2020 06:00:00;0,00;20,80;55,20;11,50;0,80;0,00
28/02/2020 05:00:00;0,00;20,90;49,40;337,70;0,70;0,00
28/02/2020 04:00:00;0,00;23,30;40,20;261,20;2,30;0,00
28/02/2020 03:00:00;0,00;24,60;36,00;342,20;2,70;0,00
28/02/2020 02:00:00;0,00;18,10;63,60;5,10;0,50;0,00
28/02/2020 01:00:00;0,00;18,50;60,40;356,70;0,00;0,00
28/02/2020 00:00:00;0,00;18,70;67,00;356,70;0,20;0,00
27/02/2020 23:00:00;0,00;20,00;67,80;60,00;0,00;0,00
27/02/2020 22:00:00;0,00;23,30;56,40;60,00;1,30;0,00
27/02/2020 21:00:00;0,00;24,90;53,40;61,30;1,80;0,00
27/02/2020 20:00:00;0,00;26,80;46,00;83,70;2,10;0,00
27/02/2020 19:00:00;0,00;29,50;37,70;92,80;3,40;0,00
27/02/2020 18:00:00;0,00;31,80;28,00;108,70;4,30;0,00
27/02/2020 17:00:00;0,00;33,90;19,60;121,60;2,80;0,00
27/02/2020 16:00:00;0,00;34,00;17,30;152,70;1,60;0,00
27/02/2020 15:00:00;0,00;33,50;17,90;160,50;0,20;0,00
27/02/2020 14:00:00;0,00;33,80;18,20;153,60;1,20;0,00
27/02/2020 13:00:00;0,00;33,60;19,30;99,50;1,50;0,00
27/02/2020 12:00:00;0,00;32,60;21,60;170,10;0,70;0,00
27/02/2020 11:00:00;0,00;31,60;24,30;21,70;0,80;0,00
27/02/2020 10:00:00;0,00;30,10;28,40;354,50;1,80;0,00
27/02/2020 09:00:00;0,00;27,10;37,20;355,80;2,60;0,00
27/02/2020 08:00:00;0,00;20,30;59,30;359,50;0,50;0,00
27/02/2020 07:00:00;0,00;11,00;84,90;9,40;0,00;0,00
27/02/2020 06:00:00;0,00;10,70;85,10;331,50;0,00;0,00
27/02/2020 05:00:00;0,00;11,30;82,40;326,90;1,20;0,00
27/02/2020 04:00:00;0,00;11,20;82,60;330,60;1,80;0,00
27/02/2020 03:00:00;0,00;10,90;83,30;331,20;0,70;0,00
27/02/2020 02:00:00;0,00;11,50;82,40;356,90;0,00;0,00
27/02/2020 01:00:00;0,00;12,70;78,50;74,00;0,00;0,00
27/02/2020 00:00:00;0,00;14,90;72,40;91,10;0,00;0,00
26/02/2020 23:00:00;0,00;17,30;62,20;86,30;0,40;0,00
26/02/2020 22:00:00;0,00;19,10;54,60;89,70;1,60;0,00
26/02/2020 21:00:00;0,00;20,50;48,70;101,10;2,30;0,00
26/02/2020 20:00:00;0,00;22,30;42,40;105,50;2,90;0,00
26/02/2020 19:00:00;0,00;24,70;33,80;103,70;4,10;0,00
26/02/2020 18:00:00;0,00;27,30;26,80;105,90;3,90;0,00
26/02/2020 17:00:00;0,00;28,80;23,60;111,00;4,20;0,00
26/02/2020 16:00:00;0,00;29,50;20,60;121,00;3,40;0,00
26/02/2020 15:00:00;0,00;29,70;18,50;119,00;2,50;0,00
26/02/2020 14:00:00;0,00;29,50;17,30;139,80;2,40;0,00
26/02/2020 13:00:00;0,00;28,50;18,50;111,30;1,80;0,00
26/02/2020 12:00:00;0,00;27,30;20,30;112,70;1,50;0,00
26/02/2020 11:00:00;0,00;26,00;22,80;108,90;1,20;0,00
26/02/2020 10:00:00;0,00;23,90;28,10;100,40;1,70;0,00
26/02/2020 09:00:00;0,00;20,50;37,00;89,40;0,60;0,00
